,ID,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AGE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,TARGET,CODE_GENDER_M,FLAG_OWN_CAR_Y,FLAG_OWN_REALTY_Y
17047,5048492,2,213750.0,2,1,1,1,34,1,1,0,3,4,0,1,1,0
17048,5048493,2,213750.0,2,1,1,1,34,1,1,0,3,4,0,1,1,0
17049,5048494,2,213750.0,2,1,1,1,34,1,1,0,3,4,0,1,1,0
17050,5048495,2,213750.0,2,1,1,1,34,1,1,0,3,4,0,1,1,0
17052,5048497,1,76500.0,4,4,1,1,33,1,1,0,3,3,0,0,1,1
17053,5048498,1,76500.0,4,4,1,1,33,1,1,0,3,3,0,0,1,1
17054,5048499,1,76500.0,4,4,1,1,33,1,1,0,3,3,0,0,1,1
17055,5048500,1,76500.0,4,4,1,1,33,1,1,0,3,3,0,0,1,1
17056,5048502,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17057,5048503,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17058,5048505,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17059,5048506,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17060,5048507,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17061,5048511,0,720000.0,2,1,4,1,41,1,1,0,3,1,0,0,1,1
17062,5048516,0,157500.0,4,4,1,1,47,0,0,0,14,2,0,0,0,1
17063,5048517,0,157500.0,4,4,1,1,47,0,0,0,14,2,0,0,0,1
17064,5048518,0,157500.0,4,4,1,1,47,0,0,0,14,2,0,0,0,1
17065,5048519,0,157500.0,4,4,1,1,47,0,0,0,14,2,0,0,0,1
17068,5048528,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17069,5048529,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17070,5048530,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17071,5048531,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17072,5048532,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17073,5048533,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17074,5048534,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17075,5048535,1,270000.0,0,0,1,1,33,0,0,0,14,3,1,0,1,1
17076,5048536,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17077,5048538,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17078,5048539,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17079,5048540,1,270000.0,0,0,1,1,33,0,0,0,14,3,0,0,1,1
17080,5048541,0,121900.5,1,4,1,1,44,0,0,0,18,2,0,0,0,1
17081,5048542,0,121900.5,1,4,1,1,44,0,0,0,18,2,0,0,0,1
17082,5048543,0,121900.5,1,4,1,1,44,0,0,0,18,2,0,0,0,1
17083,5048544,2,135000.0,4,4,1,1,27,0,0,0,18,4,0,0,0,1
17084,5048545,2,135000.0,4,4,1,1,27,0,0,0,18,4,0,0,0,1
17085,5048546,0,202500.0,2,4,4,1,64,0,0,0,3,1,0,0,0,0
17086,5048547,0,202500.0,2,4,4,1,64,0,0,0,3,1,0,0,0,0
17087,5048554,1,405000.0,4,1,1,1,29,0,0,0,6,3,0,1,1,1
17088,5048555,1,405000.0,4,1,1,1,29,0,0,0,6,3,0,1,1,1
17089,5048556,1,405000.0,4,1,1,1,29,0,0,0,6,3,0,1,1,1
17090,5048557,1,405000.0,4,1,1,1,29,0,0,0,6,3,0,1,1,1
17091,5048560,0,126000.0,4,4,3,1,44,0,0,0,12,1,1,0,0,1
17092,5048565,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17093,5048566,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17094,5048567,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17095,5048568,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17096,5048571,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17097,5048573,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17098,5048574,0,135000.0,4,4,1,1,41,0,0,0,8,2,0,1,1,1
17099,5048577,0,112500.0,1,4,1,1,62,0,0,0,18,2,0,0,0,1
17100,5048578,0,112500.0,1,4,1,1,62,0,0,0,18,2,0,0,0,1
17102,5048579,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17103,5048580,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17104,5048581,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17105,5048582,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17106,5048583,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17107,5048584,0,135000.0,1,4,1,1,59,0,0,0,18,2,0,0,0,1
17108,5048587,0,247500.0,4,4,2,1,53,1,1,0,8,1,0,0,0,1
17109,5048588,0,247500.0,4,4,2,1,53,1,1,0,8,1,1,0,0,1
17110,5048589,0,247500.0,4,4,2,1,53,1,1,0,8,1,1,0,0,1
17111,5048590,0,247500.0,4,4,2,1,53,1,1,0,8,1,0,0,0,1
17112,5048591,0,247500.0,4,4,2,1,53,1,1,0,8,1,0,0,0,1
17113,5048592,0,247500.0,4,4,2,1,53,1,1,0,8,1,1,0,0,1
17114,5048596,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17115,5048597,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17116,5048599,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17117,5048600,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17118,5048601,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17119,5048602,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17120,5048603,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17121,5048604,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17122,5048605,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17123,5048606,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17124,5048607,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17125,5048608,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17126,5048609,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17127,5048610,0,315000.0,4,4,2,1,42,0,0,0,8,1,0,0,0,1
17128,5048615,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17129,5048616,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17130,5048617,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17131,5048618,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17132,5048619,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17133,5048620,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17134,5048623,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17135,5048624,0,315000.0,0,1,1,3,37,0,0,0,3,2,0,1,1,1
17136,5048628,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17137,5048630,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17138,5048633,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17139,5048634,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17140,5048635,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17141,5048636,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17142,5048637,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17143,5048638,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17144,5048639,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17145,5048640,2,135000.0,4,4,1,1,37,0,0,0,8,4,0,1,0,0
17148,5048641,0,157500.0,1,4,2,1,66,0,0,0,18,1,0,0,0,0
17149,5048642,0,157500.0,1,4,2,1,66,0,0,0,18,1,0,0,0,0
17150,5048645,0,157500.0,1,4,2,1,66,0,0,0,18,1,0,0,0,0
17151,5048646,0,157500.0,1,4,2,1,66,0,0,0,18,1,0,0,0,0
17152,5048647,0,157500.0,1,4,2,1,66,0,0,0,18,1,0,0,0,0
17153,5050439,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17154,5050440,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17155,5050443,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17156,5050444,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17157,5050445,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17158,5050447,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17159,5050448,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17160,5050449,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17161,5050450,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17162,5050451,1,157500.0,4,2,0,1,36,0,0,0,18,3,0,0,1,1
17163,5050453,1,231750.0,4,4,1,1,39,0,0,0,18,3,0,1,0,1
17164,5050454,1,231750.0,4,4,1,1,39,0,0,0,18,3,0,1,0,1
17165,5050455,1,231750.0,4,4,1,1,39,0,0,0,18,3,0,1,0,1
17166,5050456,1,231750.0,4,4,1,1,39,0,0,0,18,3,0,1,0,1
17167,5050475,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17168,5050476,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17169,5050477,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17170,5050478,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17171,5050479,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17172,5050480,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17173,5050481,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17174,5050482,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17175,5050483,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17176,5050484,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17177,5050485,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17178,5050486,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17179,5050487,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17180,5050488,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17181,5050489,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17182,5050490,0,292500.0,0,4,0,1,51,0,0,0,8,2,0,0,0,0
17185,5050496,0,90000.0,4,4,1,1,52,1,0,0,6,2,0,0,0,0
17186,5050497,0,90000.0,4,4,1,1,52,1,0,0,6,2,0,0,0,0
17188,5050503,2,135000.0,0,4,1,1,34,1,1,0,8,4,1,0,0,0
17189,5050504,2,135000.0,0,4,1,1,34,1,1,0,8,4,0,0,0,0
17190,5050505,2,135000.0,0,4,1,1,34,1,1,0,8,4,1,0,0,0
17191,5050506,2,135000.0,0,4,1,1,34,1,1,0,8,4,0,0,0,0
17192,5050507,2,135000.0,0,4,1,1,34,1,1,0,8,4,1,0,0,0
17193,5050508,2,135000.0,0,4,1,1,34,1,1,0,8,4,0,0,0,0
17194,5050509,2,135000.0,0,4,1,1,34,1,1,0,8,4,0,0,0,0
17195,5050510,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17196,5050511,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17197,5050512,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17198,5050513,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17199,5050514,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17200,5050515,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17201,5050516,0,225000.0,0,4,0,1,53,1,0,0,14,2,1,0,0,0
17202,5050517,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17203,5050518,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17204,5050519,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17205,5050520,0,225000.0,0,4,0,1,53,1,0,0,14,2,0,0,0,0
17207,5050522,0,112500.0,1,4,0,1,64,0,0,0,18,2,1,0,0,0
17208,5050523,0,112500.0,1,4,0,1,64,0,0,0,18,2,0,0,0,0
17210,5050527,0,135000.0,4,4,1,1,52,0,1,0,3,2,0,0,1,0
17211,5050529,0,180000.0,4,4,0,1,28,0,1,0,8,2,1,1,0,0
17212,5050530,0,180000.0,4,4,0,1,28,0,1,0,8,2,1,1,0,0
17213,5050531,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17214,5050532,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17215,5050533,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17216,5050534,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17217,5050535,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17218,5050536,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17219,5050537,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17220,5050538,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17221,5050539,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17222,5050540,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17223,5050542,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17224,5050543,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17225,5050544,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17226,5050545,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17227,5050546,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17228,5050547,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17229,5050548,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17230,5050549,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17231,5050550,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17232,5050551,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17233,5050552,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17234,5050553,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17235,5050554,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17236,5050555,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17237,5050556,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17238,5050560,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17239,5050561,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17240,5050562,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17241,5050563,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17242,5050564,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17243,5050565,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17244,5050566,2,225000.0,4,1,0,1,46,1,0,0,8,4,0,1,0,0
17247,5050567,1,675000.0,4,4,1,2,47,0,1,1,10,3,0,1,1,0
17248,5050568,1,675000.0,4,4,1,2,47,0,1,1,10,3,0,1,1,0
17249,5050569,1,675000.0,4,4,1,2,47,0,1,1,10,3,0,1,1,0
17250,5050573,0,247500.0,1,4,1,1,61,0,1,0,18,2,0,0,0,0
17251,5050574,0,247500.0,1,4,1,1,61,0,1,0,18,2,0,0,0,0
17252,5050576,0,247500.0,1,4,1,1,61,0,1,0,18,2,0,0,0,0
17253,5050577,0,247500.0,1,4,1,1,61,0,1,0,18,2,0,0,0,0
17254,5050578,0,247500.0,1,4,1,1,61,0,1,0,18,2,0,0,0,0
17257,5050579,0,117000.0,4,1,1,1,53,1,1,0,18,2,0,0,0,0
17258,5050581,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17259,5050582,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17260,5050583,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17261,5050584,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17262,5050585,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17263,5050586,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17264,5050587,0,126000.0,4,4,1,1,43,1,0,0,8,2,0,0,0,0
17266,5050588,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17267,5050589,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17268,5050590,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17269,5050591,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17270,5050592,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17271,5050593,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17272,5050594,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17273,5050595,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17274,5050596,0,121500.0,4,4,1,1,35,1,0,0,11,2,0,0,1,0
17275,5050598,0,315000.0,4,1,1,1,51,1,1,0,3,2,0,0,0,0
17276,5050599,0,315000.0,4,1,1,1,51,1,1,0,3,2,0,0,0,0
17277,5050600,0,315000.0,4,1,1,1,51,1,1,0,3,2,0,0,0,0
17278,5050601,0,315000.0,4,1,1,1,51,1,1,0,3,2,0,0,0,0
17279,5050607,0,157500.0,4,4,1,1,50,1,0,0,8,2,1,1,0,0
17280,5050608,0,157500.0,4,4,1,1,50,1,0,0,8,2,1,1,0,0
17282,5050611,2,157500.0,4,4,1,1,38,1,1,0,14,4,0,0,1,0
17283,5050612,0,76500.0,0,4,1,1,39,0,0,0,18,2,0,0,0,0
17284,5050613,0,76500.0,0,4,1,1,39,0,0,0,18,2,0,0,0,0
17285,5050616,0,90000.0,4,4,3,1,47,0,0,0,4,1,0,1,1,0
17286,5050617,0,90000.0,4,4,3,1,47,0,0,0,4,1,0,1,1,0
17287,5050618,0,90000.0,4,4,3,1,47,0,0,0,4,1,0,1,1,0
17289,5050619,0,112500.0,4,4,0,1,27,0,1,0,18,2,0,1,1,0
17290,5050620,0,112500.0,4,4,0,1,27,0,1,0,18,2,0,1,1,0
17291,5050621,0,112500.0,4,4,0,1,27,0,1,0,18,2,0,1,1,0
17292,5050622,0,180000.0,0,4,1,1,40,0,0,0,4,2,0,1,1,0
17293,5050623,0,180000.0,0,4,1,1,40,0,0,0,4,2,0,1,1,0
17294,5050624,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17295,5050625,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17296,5050626,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17297,5050627,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17298,5050628,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17299,5050629,0,315000.0,4,4,1,1,36,0,1,0,4,2,0,1,1,0
17300,5050630,0,119250.0,4,4,1,1,48,0,0,0,8,2,0,1,1,0
17301,5050632,1,270000.0,4,4,0,1,44,1,0,0,4,3,0,1,1,0
17302,5050634,1,270000.0,4,4,0,1,44,1,0,0,4,3,0,1,1,0
17304,5050635,0,225000.0,2,4,1,1,37,0,0,0,10,2,0,0,0,0
17305,5050636,0,225000.0,2,4,1,1,37,0,0,0,10,2,0,0,0,0
17306,5050637,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17307,5050638,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17308,5050639,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17309,5050640,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17310,5050641,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17311,5050642,2,225000.0,4,1,1,1,28,0,0,0,18,4,0,1,1,0
17312,5050643,0,346500.0,0,4,1,1,25,0,0,0,8,2,0,1,1,0
17313,5050644,0,346500.0,0,4,1,1,25,0,0,0,8,2,0,1,1,0
17314,5050645,0,346500.0,0,4,1,1,25,0,0,0,8,2,0,1,1,0
17315,5050646,0,346500.0,0,4,1,1,25,0,0,0,8,2,0,1,1,0
17316,5050647,0,225000.0,2,4,1,1,37,0,0,0,18,2,0,1,1,0
17317,5050648,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17318,5050649,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17319,5050650,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17320,5050651,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17321,5050653,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17322,5050654,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17323,5050655,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17324,5050656,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17325,5050657,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17326,5050658,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17327,5050659,0,112500.0,4,4,1,1,40,1,1,0,0,2,0,0,0,0
17330,5050661,0,191250.0,0,4,1,1,56,0,1,0,8,2,0,0,0,0
17331,5050666,0,270000.0,4,4,3,1,43,0,0,0,11,1,0,0,1,0
17332,5050667,1,99000.0,4,4,1,1,42,1,1,0,8,3,0,0,0,0
17333,5050668,1,99000.0,4,4,1,1,42,1,1,0,8,3,0,0,0,0
17334,5050670,1,99000.0,4,4,1,1,42,1,1,0,8,3,0,0,0,0
17335,5050672,0,171000.0,0,2,3,1,32,1,1,0,6,1,0,1,0,0
17337,5050674,1,180000.0,4,4,1,1,44,1,0,0,4,3,1,1,1,0
17338,5050677,0,132372.0,0,4,1,5,23,1,0,1,14,2,0,1,1,0
17339,5050678,0,132372.0,0,4,1,5,23,1,0,1,14,2,0,1,1,0
17340,5050679,0,132372.0,0,4,1,5,23,1,0,1,14,2,0,1,1,0
17341,5050680,0,180000.0,0,4,1,2,28,0,0,0,4,2,0,1,1,0
17342,5050681,0,180000.0,0,4,1,2,28,0,0,0,4,2,0,1,1,0
17343,5050683,0,157500.0,4,4,4,1,49,0,0,0,1,1,0,0,0,0
17344,5050684,0,157500.0,4,4,4,1,49,0,0,0,1,1,0,0,0,0
17345,5050686,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17346,5050687,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17347,5050688,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17348,5050689,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17349,5050690,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17350,5050691,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17351,5050692,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17352,5050693,1,135000.0,0,4,3,1,41,0,0,0,14,2,0,0,0,0
17353,5050694,0,225000.0,2,1,1,1,27,0,0,0,18,2,0,0,1,0
17354,5050695,0,225000.0,2,1,1,1,27,0,0,0,18,2,0,0,1,0
17355,5050699,0,157500.0,0,4,0,1,34,0,0,0,18,2,0,0,1,0
17356,5050700,0,157500.0,0,4,0,1,34,0,0,0,18,2,0,0,1,0
17357,5050703,0,157500.0,0,4,0,1,34,0,0,0,18,2,0,0,1,0
17358,5050705,0,157500.0,0,4,0,1,34,0,0,0,18,2,0,0,1,0
17359,5050707,0,157500.0,0,4,0,1,34,0,0,0,18,2,0,0,1,0
17360,5050713,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17361,5050714,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17362,5050715,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17363,5050716,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17364,5050717,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17365,5050718,0,157500.0,0,1,1,1,26,0,0,0,8,2,0,1,1,0
17366,5050721,0,360000.0,4,1,1,1,35,1,1,0,0,2,0,0,1,0
17367,5050724,0,360000.0,4,1,1,1,35,1,1,0,0,2,0,0,1,0
17368,5050725,0,135000.0,4,4,0,1,23,1,0,0,8,2,0,1,0,0
17369,5050726,0,135000.0,4,4,0,1,23,1,0,0,8,2,0,1,0,0
17370,5050727,0,135000.0,4,4,0,1,23,1,0,0,8,2,0,1,0,0
17372,5050728,0,180000.0,4,4,3,5,23,0,0,0,18,1,0,1,1,0
17373,5050729,0,180000.0,4,4,3,5,23,0,0,0,18,1,0,1,1,0
17374,5050730,0,135000.0,0,1,2,1,32,0,1,1,5,1,0,0,0,0
17375,5050732,0,135000.0,0,1,2,1,32,0,1,1,5,1,1,0,0,0
17376,5050735,0,135000.0,0,1,2,1,32,0,1,1,5,1,1,0,0,0
17377,5050737,0,427500.0,0,1,3,5,25,0,0,0,18,1,0,0,1,0
17378,5050738,0,427500.0,0,1,3,5,25,0,0,0,18,1,0,0,1,0
17379,5050739,1,225000.0,0,1,3,1,39,0,0,0,18,2,0,0,1,0
17380,5050740,1,225000.0,0,1,3,1,39,0,0,0,18,2,0,0,1,0
17381,5050741,1,225000.0,0,1,3,1,39,0,0,0,18,2,0,0,1,0
17382,5050742,0,135000.0,1,4,1,1,56,0,0,0,18,2,0,0,0,0
17383,5050743,0,135000.0,1,4,1,1,56,0,0,0,18,2,0,0,0,0
17384,5050744,0,135000.0,1,4,1,1,56,0,0,0,18,2,0,0,0,0
17385,5050745,0,135000.0,1,4,1,1,56,0,0,0,18,2,0,0,0,0
17386,5050746,0,135000.0,1,4,1,1,56,0,0,0,18,2,0,0,0,0
17387,5050747,1,159750.0,0,1,0,1,25,1,1,0,3,3,0,0,0,0
17388,5050748,1,159750.0,0,1,0,1,25,1,1,0,3,3,0,0,0,0
17389,5050749,1,159750.0,0,1,0,1,25,1,1,0,3,3,0,0,0,0
17390,5050750,1,159750.0,0,1,0,1,25,1,1,0,3,3,0,0,0,0
17391,5050751,0,135000.0,4,4,0,1,55,1,1,0,8,2,0,1,1,0
17392,5050752,0,135000.0,4,4,0,1,55,1,1,0,8,2,0,1,1,0
17393,5050753,0,135000.0,4,4,0,1,55,1,1,0,8,2,0,1,1,0
17394,5050754,1,132750.0,4,4,3,1,26,0,0,0,14,2,0,0,0,0
17395,5050755,0,225000.0,0,4,1,1,49,1,0,0,4,2,0,1,1,0
17396,5050756,0,225000.0,0,4,1,1,49,1,0,0,4,2,0,1,1,0
17397,5050757,0,247500.0,4,4,1,1,49,0,0,0,4,2,0,1,0,0
